Amount.Requested,Amount.Funded.By.Investors,Interest.Rate,Loan.Length,Loan.Purpose,Debt.To.Income.Ratio,State,Home.Ownership,Monthly.Income,FICO.Range,Open.CREDIT.Lines,Revolving.CREDIT.Balance,Inquiries.in.the.Last.6.Months,Employment.Length,int_rate,FICO.Score,annual_inc,home_ownership
11200,11150.0,13.92%,36,home_improvement,18.07,CT,MORTGAGE,2773.33,680-684,6.0,6720.0,3.0,5 years,13.92,680,33279.96,0
28000,28000.0,7.62%,36,credit_card,12.19,CA,RENT,11250.0,730-734,10.0,40302.0,1.0,10+ years,7.62,730,135000.0,3
28000,27950.0,21.98%,60,debt_consolidation,16.56,TX,MORTGAGE,10166.67,680-684,12.0,43182.0,1.0,4 years,21.98,680,122000.04,0
3000,2322.59,15.05%,36,major_purchase,18.95,OK,MORTGAGE,3466.67,660-664,9.0,4285.0,3.0,2 years,15.05,660,41600.04,0
7200,7200.0,12.12%,36,credit_card,29.38,CA,RENT,4166.67,680-684,12.0,5165.0,0.0,10+ years,12.12,680,50000.04,3
4600,4600.0,5.42%,36,home_improvement,3.38,OH,MORTGAGE,3664.25,775-779,6.0,3127.0,0.0,10+ years,5.42,775,43971.0,0
8000,8000.0,6.99%,36,small_business,9.19,CA,MORTGAGE,5833.33,790-794,5.0,4469.0,2.0,3 years,6.99,790,69999.96,0
20125,20125.0,18.49%,36,credit_card,11.08,NY,MORTGAGE,8937.5,675-679,14.0,12418.0,0.0,2 years,18.49,675,107250.0,0
19050,19050.0,14.33%,60,debt_consolidation,11.08,CA,MORTGAGE,5000.0,740-744,16.0,19988.0,4.0,3 years,14.33,740,60000.0,0
21850,21825.0,18.79%,60,credit_card,20.32,LA,RENT,4400.0,680-684,7.0,9171.0,0.0,4 years,18.79,680,52800.0,3
5000,5000.0,10.38%,36,moving,19.1,MA,RENT,4200.0,715-719,7.0,1109.0,0.0,3 years,10.38,715,50400.0,3
12000,12000.0,15.31%,36,debt_consolidation,8.28,MA,RENT,7750.0,670-674,10.0,16132.0,0.0,10+ years,15.31,670,93000.0,3
5800,5800.0,6.03%,36,credit_card,6.98,MA,RENT,5208.33,760-764,7.0,4965.0,0.0,4 years,6.03,760,62499.96,3
10000,10000.0,11.71%,36,other,13.41,NJ,RENT,5800.0,710-714,9.0,4214.0,0.0,3 years,11.71,710,69600.0,3
4800,4800.0,7.90%,36,credit_card,17.34,NC,MORTGAGE,6250.0,705-709,7.0,4195.0,0.0,10+ years,7.9,705,75000.0,0
8000,8000.0,10.99%,36,debt_consolidation,17.12,PA,RENT,2500.0,705-709,13.0,7027.0,1.0,3 years,10.99,705,30000.0,3
9750,9750.0,16.29%,36,debt_consolidation,34.04,TX,MORTGAGE,3119.92,670-674,12.0,8774.0,1.0,5 years,16.29,670,37439.04,0
4000,4000.0,12.69%,36,major_purchase,1.34,CA,RENT,9583.33,705-709,8.0,5304.0,1.0,2 years,12.69,705,114999.96,3
3000,3000.0,10.99%,36,debt_consolidation,20.96,CA,RENT,5583.33,695-699,6.0,1531.0,2.0,10+ years,10.99,695,66999.96,3
16000,16000.0,15.80%,36,credit_card,11.35,TX,RENT,5075.0,690-694,15.0,22380.0,2.0,3 years,15.8,690,60900.0,3
12000,11725.0,9.63%,36,car,15.0,GA,MORTGAGE,3000.0,750-754,8.0,20328.0,0.0,< 1 year,9.63,750,36000.0,0
7500,5795.24,11.78%,36,home_improvement,17.72,OR,MORTGAGE,2500.0,690-694,7.0,6349.0,1.0,4 years,11.78,690,30000.0,0
9600,9600.0,7.90%,36,debt_consolidation,5.58,AZ,MORTGAGE,6500.0,725-729,8.0,23353.0,3.0,6 years,7.9,725,78000.0,0
23850,23850.0,22.95%,60,debt_consolidation,20.74,TX,MORTGAGE,5000.0,670-674,13.0,17587.0,1.0,4 years,22.95,670,60000.0,0
6250,6250.0,14.09%,36,debt_consolidation,19.7,FL,RENT,4248.33,680-684,9.0,9991.0,2.0,< 1 year,14.09,680,50979.96,3
16750,16359.69,7.88%,36,debt_consolidation,20.7,TX,MORTGAGE,3778.67,745-749,9.0,22352.0,0.0,10+ years,7.88,745,45344.04,0
4000,4000.0,12.69%,36,major_purchase,2.5,CA,RENT,1600.0,730-734,3.0,1295.0,3.0,< 1 year,12.69,730,19200.0,3
23500,23500.0,19.22%,36,credit_card,20.37,WA,RENT,6800.0,670-674,17.0,31812.0,3.0,2 years,19.22,670,81600.0,3
3600,3575.0,12.87%,36,educational,3.4,FL,RENT,2000.0,705-709,8.0,2650.0,4.0,n/a,12.87,705,24000.0,3
1900,1900.0,7.29%,36,other,23.05,FL,RENT,2208.33,725-729,11.0,8508.0,1.0,3 years,7.29,725,26499.96,3
22500,22500.0,7.90%,36,other,19.93,IL,OWN,5208.33,755-759,5.0,22876.0,0.0,10+ years,7.9,755,62499.96,2
12000,12000.0,8.49%,60,debt_consolidation,11.03,GA,MORTGAGE,4425.17,780-784,9.0,14816.0,0.0,10+ years,8.49,780,53102.04,0
15000,15000.0,12.69%,60,debt_consolidation,15.8,NY,MORTGAGE,4500.0,730-734,17.0,18592.0,2.0,1 year,12.69,730,54000.0,0
32000,32000.0,17.27%,36,other,9.96,NH,MORTGAGE,19166.67,705-709,8.0,66885.0,1.0,5 years,17.27,705,230000.04,0
24000,24000.0,24.20%,60,debt_consolidation,20.77,VA,RENT,4583.33,665-669,13.0,28399.0,1.0,10+ years,24.2,665,54999.96,3
5500,5500.0,15.80%,36,vacation,20.18,CA,RENT,5416.67,670-674,13.0,13079.0,3.0,9 years,15.8,670,65000.04,3
7300,7300.0,7.88%,36,credit_card,11.78,FL,RENT,3090.5,735-739,5.0,13459.0,0.0,7 years,7.88,735,37086.0,3
25000,24975.0,13.11%,60,debt_consolidation,28.15,NY,RENT,7250.0,740-744,14.0,19598.0,0.0,6 years,13.11,740,87000.0,3
4575,4575.0,11.14%,36,credit_card,21.33,TX,OWN,1280.0,690-694,8.0,9484.0,0.0,< 1 year,11.14,690,15360.0,2
10000,10000.0,14.96%,36,debt_consolidation,16.42,FL,MORTGAGE,3416.67,685-689,24.0,16591.0,0.0,10+ years,14.96,685,41000.04,0
20000,19950.0,15.96%,60,credit_card,23.54,CA,MORTGAGE,5000.0,705-709,10.0,20062.0,3.0,10+ years,15.96,705,60000.0,0
11100,11100.0,11.14%,36,credit_card,29.55,NM,MORTGAGE,4000.0,715-719,10.0,13410.0,3.0,6 years,11.14,715,48000.0,0
17000,17000.0,10.74%,60,debt_consolidation,11.12,AL,MORTGAGE,4166.67,760-764,10.0,19020.0,0.0,10+ years,10.74,760,50000.04,0
12000,11975.0,13.67%,36,debt_consolidation,17.05,CA,RENT,2000.0,675-679,6.0,7552.0,0.0,10+ years,13.67,675,24000.0,3
24000,24000.0,12.12%,36,wedding,22.66,TX,RENT,8750.0,715-719,12.0,29683.0,0.0,9 years,12.12,715,105000.0,3
7000,7000.0,17.77%,36,credit_card,8.02,OK,RENT,6000.0,690-694,5.0,6623.0,0.0,10+ years,17.77,690,72000.0,3
10000,10000.0,12.12%,36,debt_consolidation,20.16,CA,RENT,5833.33,695-699,16.0,25687.0,0.0,4 years,12.12,695,69999.96,3
14000,14000.0,6.62%,36,credit_card,28.82,NY,RENT,4250.0,745-749,16.0,1850.0,1.0,8 years,6.62,745,51000.0,3
3250,3225.0,7.62%,36,credit_card,3.12,CA,RENT,2083.33,745-749,6.0,2114.0,1.0,3 years,7.62,745,24999.96,3
18000,18000.0,11.14%,36,debt_consolidation,11.81,FL,RENT,5100.0,715-719,8.0,17139.0,0.0,1 year,11.14,715,61200.0,3
19500,19500.0,21.00%,36,debt_consolidation,26.84,VA,MORTGAGE,5125.0,660-664,11.0,29033.0,0.0,10+ years,21.0,660,61500.0,0
5000,5000.0,6.03%,36,debt_consolidation,29.86,CA,OWN,2083.33,785-789,12.0,22141.0,0.0,n/a,6.03,785,24999.96,2
20000,20000.0,17.58%,60,debt_consolidation,18.45,OH,RENT,4250.0,700-704,10.0,11805.0,0.0,4 years,17.58,700,51000.0,3
6000,6000.0,13.49%,36,debt_consolidation,19.68,NJ,RENT,7500.0,680-684,6.0,6686.0,1.0,10+ years,13.49,680,90000.0,3
14300,14300.0,14.09%,36,debt_consolidation,21.74,DE,MORTGAGE,7750.0,695-699,11.0,25213.0,2.0,4 years,14.09,695,93000.0,0
12800,12800.0,12.12%,36,credit_card,10.1,NC,MORTGAGE,5000.0,690-694,9.0,33085.0,0.0,10+ years,12.12,690,60000.0,0
3000,2975.0,7.90%,36,major_purchase,17.58,LA,RENT,3458.33,720-724,8.0,2999.0,0.0,1 year,7.9,720,41499.96,3
25000,25000.0,13.11%,36,debt_consolidation,18.36,FL,MORTGAGE,14166.67,705-709,21.0,96169.0,0.0,10+ years,13.11,705,170000.04,0
18000,18000.0,12.12%,36,credit_card,22.34,MA,RENT,4583.33,700-704,13.0,17868.0,0.0,10+ years,12.12,700,54999.96,3
9750,9750.0,15.31%,36,debt_consolidation,14.13,MT,OWN,2518.67,665-669,7.0,13209.0,0.0,10+ years,15.31,665,30224.04,2
5000,5000.0,12.42%,36,debt_consolidation,23.84,SC,RENT,2500.0,695-699,8.0,7980.0,2.0,2 years,12.42,695,30000.0,3
4000,4000.0,13.11%,36,car,22.15,CO,RENT,2000.0,685-689,16.0,1625.0,3.0,< 1 year,13.11,685,24000.0,3
1200,1200.0,7.90%,36,debt_consolidation,6.92,CT,RENT,1300.0,710-714,8.0,1775.0,0.0,n/a,7.9,710,15600.0,3
12000,12000.0,17.27%,36,debt_consolidation,20.07,CA,RENT,5416.67,660-664,7.0,3747.0,0.0,< 1 year,17.27,660,65000.04,3
5000,5000.0,16.29%,36,credit_card,9.79,FL,OWN,1733.33,665-669,11.0,4366.0,3.0,< 1 year,16.29,665,20799.96,2
21700,21700.0,7.90%,36,debt_consolidation,5.43,CA,MORTGAGE,15000.0,780-784,5.0,128707.0,0.0,2 years,7.9,780,180000.0,0
21850,21850.0,16.29%,60,debt_consolidation,32.13,GA,MORTGAGE,4628.0,715-719,17.0,32103.0,1.0,10+ years,16.29,715,55536.0,0
12000,12000.0,11.36%,36,home_improvement,14.57,MA,MORTGAGE,5833.33,705-709,7.0,2701.0,0.0,9 years,11.36,705,69999.96,0
7000,7000.0,18.49%,36,other,16.15,FL,MORTGAGE,4166.67,675-679,7.0,4167.0,0.0,10+ years,18.49,675,50000.04,0
32000,32000.0,23.76%,60,moving,8.14,NC,MORTGAGE,16666.67,700-704,5.0,50330.0,2.0,8 years,23.76,700,200000.04,0
13000,13000.0,14.27%,60,debt_consolidation,18.08,WA,RENT,3302.0,720-724,5.0,15076.0,3.0,4 years,14.27,720,39624.0,3
12000,12000.0,12.42%,36,credit_card,13.99,AZ,MORTGAGE,2916.67,680-684,10.0,13576.0,0.0,5 years,12.42,680,35000.04,0
25475,25375.0,19.03%,60,debt_consolidation,21.98,FL,RENT,5000.67,680-684,17.0,24081.0,1.0,< 1 year,19.03,680,60008.04,3
10000,10000.0,11.14%,36,credit_card,25.8,CA,RENT,2833.33,700-704,8.0,6521.0,0.0,7 years,11.14,700,33999.96,3
5000,5000.0,12.12%,36,other,24.74,TX,MORTGAGE,8416.67,695-699,20.0,58836.0,1.0,< 1 year,12.12,695,101000.04,0
10000,9725.0,7.51%,36,debt_consolidation,18.72,MA,MORTGAGE,4300.0,760-764,15.0,24413.0,1.0,10+ years,7.51,760,51600.0,0
4000,4000.0,14.33%,36,debt_consolidation,25.86,OH,MORTGAGE,3333.33,675-679,12.0,19443.0,1.0,9 years,14.33,675,39999.96,0
8000,8000.0,10.38%,36,debt_consolidation,1.82,CA,RENT,2800.0,720-724,5.0,2186.0,0.0,3 years,10.38,720,33600.0,3
35000,35000.0,10.65%,36,debt_consolidation,8.96,MD,MORTGAGE,18750.0,735-739,13.0,18528.0,3.0,6 years,10.65,735,225000.0,0
9000,7650.0,11.03%,36,credit_card,12.72,MI,MORTGAGE,5666.67,685-689,22.0,36164.0,1.0,8 years,11.03,685,68000.04,0
9000,9000.0,6.03%,36,debt_consolidation,5.87,NY,MORTGAGE,8333.33,775-779,9.0,1717.0,0.0,1 year,6.03,775,99999.96,0
24000,24000.0,17.27%,60,debt_consolidation,20.55,GA,OWN,6250.0,675-679,10.0,17780.0,0.0,7 years,17.27,675,75000.0,2
18000,18000.0,13.11%,60,debt_consolidation,17.0,CT,RENT,7083.33,750-754,8.0,2234.0,2.0,6 years,13.11,750,84999.96,3
4000,4000.0,13.80%,60,major_purchase,13.26,FL,OWN,3500.0,695-699,5.0,8518.0,1.0,3 years,13.8,695,42000.0,2
15000,15000.0,6.62%,36,debt_consolidation,3.23,NJ,MORTGAGE,6250.0,755-759,8.0,13131.0,0.0,n/a,6.62,755,75000.0,0
6075,6075.0,17.27%,36,debt_consolidation,20.25,NY,OWN,2666.67,660-664,15.0,7515.0,2.0,< 1 year,17.27,660,32000.04,2
13800,13800.0,17.49%,60,medical,1.68,NY,RENT,4166.67,710-714,3.0,2766.0,0.0,8 years,17.49,710,50000.04,3
10000,10000.0,18.64%,60,debt_consolidation,12.19,CA,RENT,6800.0,700-704,24.0,8311.0,1.0,4 years,18.64,700,81600.0,3
8000,7725.0,10.99%,36,credit_card,13.4,FL,MORTGAGE,7000.0,735-739,3.0,175087.0,1.0,10+ years,10.99,735,84000.0,0
15000,15000.0,17.27%,36,debt_consolidation,33.3,WY,RENT,3000.0,670-674,20.0,15092.0,0.0,10+ years,17.27,670,36000.0,3
4800,4800.0,6.62%,36,car,10.42,TX,MORTGAGE,7291.67,815-819,14.0,0.0,0.0,< 1 year,6.62,815,87500.04,0
24250,17431.82,12.23%,60,credit_card,23.79,OH,MORTGAGE,5833.33,730-734,6.0,31061.0,2.0,10+ years,12.23,730,69999.96,0
7000,6975.0,6.91%,36,vacation,21.23,CA,RENT,3000.0,715-719,12.0,10784.0,1.0,5 years,6.91,715,36000.0,3
10500,10500.0,12.12%,36,major_purchase,5.42,NY,RENT,5000.0,700-704,4.0,502.0,0.0,2 years,12.12,700,60000.0,3
25000,24950.0,21.49%,60,debt_consolidation,23.79,NV,MORTGAGE,5666.67,690-694,8.0,27699.0,1.0,8 years,21.49,690,68000.04,0
21000,21000.0,14.33%,60,debt_consolidation,6.16,OH,MORTGAGE,8333.33,715-719,10.0,22196.0,0.0,10+ years,14.33,715,99999.96,0
14400,14400.0,14.26%,36,debt_consolidation,24.41,PA,MORTGAGE,5833.33,685-689,9.0,25515.0,5.0,8 years,14.26,685,69999.96,0
9600,9600.0,10.74%,36,debt_consolidation,8.62,MA,RENT,3458.33,720-724,4.0,8915.0,0.0,10+ years,10.74,720,41499.96,3
12000,12000.0,8.88%,60,credit_card,19.38,MT,MORTGAGE,4000.0,795-799,7.0,143151.0,0.0,4 years,8.88,795,48000.0,0
10000,10000.0,11.86%,36,major_purchase,11.15,GA,OWN,13333.0,705-709,12.0,36672.0,2.0,1 year,11.86,705,159996.0,2
4000,4000.0,14.65%,36,moving,22.38,CA,RENT,4000.0,665-669,10.0,18833.0,2.0,< 1 year,14.65,665,48000.0,3
20000,20000.0,21.49%,36,debt_consolidation,19.1,FL,RENT,6000.0,665-669,7.0,21202.0,2.0,10+ years,21.49,665,72000.0,3
31300,31300.0,22.95%,60,debt_consolidation,34.06,MD,OWN,5833.33,665-669,11.0,25344.0,0.0,5 years,22.95,665,69999.96,2
6900,6900.0,7.90%,36,home_improvement,14.18,MI,OWN,2750.0,710-714,14.0,4087.0,0.0,6 years,7.9,710,33000.0,2
30000,17982.94,17.88%,60,wedding,24.36,NY,RENT,5632.33,690-694,10.0,24217.0,0.0,5 years,17.88,690,67587.96,3
2000,2000.0,12.42%,36,wedding,1.99,NY,RENT,2518.75,675-679,5.0,985.0,0.0,7 years,12.42,675,30225.0,3
12000,12000.0,7.90%,36,credit_card,13.18,NJ,OWN,5833.33,725-729,8.0,9866.0,0.0,4 years,7.9,725,69999.96,2
3300,3300.0,10.37%,36,small_business,5.47,AL,RENT,3125.0,690-694,8.0,2623.0,0.0,7 years,10.37,690,37500.0,3
25000,25000.0,14.33%,36,credit_card,14.92,CA,MORTGAGE,10000.0,695-699,16.0,46708.0,0.0,10+ years,14.33,695,120000.0,0
6000,5950.0,10.38%,36,debt_consolidation,6.61,GA,RENT,2300.0,720-724,5.0,4006.0,1.0,2 years,10.38,720,27600.0,3
3250,3250.0,21.00%,36,small_business,31.84,OR,RENT,2858.33,690-694,5.0,17662.0,0.0,6 years,21.0,690,34299.96,3
16500,16175.0,12.23%,60,home_improvement,6.41,MA,MORTGAGE,5833.33,715-719,8.0,30455.0,2.0,< 1 year,12.23,715,69999.96,0
31000,31000.0,21.00%,60,debt_consolidation,11.48,NY,RENT,5833.33,705-709,12.0,27120.0,0.0,< 1 year,21.0,705,69999.96,3
4000,4000.0,14.33%,36,debt_consolidation,2.95,KS,MORTGAGE,2916.67,750-754,2.0,2476.0,0.0,10+ years,14.33,750,35000.04,0
6000,6000.0,17.49%,36,moving,1.58,MD,RENT,4416.67,665-669,3.0,2426.0,2.0,8 years,17.49,665,53000.04,3
7500,7500.0,6.62%,36,debt_consolidation,13.13,PA,MORTGAGE,9583.33,710-714,20.0,22464.0,0.0,4 years,6.62,710,114999.96,0
12000,11975.0,8.49%,36,debt_consolidation,8.36,CA,RENT,4500.0,745-749,12.0,8422.0,0.0,10+ years,8.49,745,54000.0,3
20000,20000.0,18.49%,36,debt_consolidation,21.8,CA,RENT,6666.67,685-689,20.0,22990.0,6.0,10+ years,18.49,685,80000.04,3
24000,24000.0,22.47%,60,debt_consolidation,30.97,VA,MORTGAGE,10104.17,675-679,14.0,37686.0,0.0,10+ years,22.47,675,121250.04,0
7500,7500.0,19.99%,36,debt_consolidation,19.06,CA,RENT,3348.0,660-664,8.0,5322.0,0.0,10+ years,19.99,660,40176.0,3
6250,900.0,17.54%,36,debt_consolidation,19.85,IN,RENT,2916.67,655-659,17.0,17659.0,9.0,< 1 year,17.54,655,35000.04,3
5000,4900.0,6.92%,36,home_improvement,10.59,TX,MORTGAGE,7083.33,755-759,9.0,0.0,3.0,1 year,6.92,755,84999.96,0
10000,10000.0,10.74%,36,small_business,22.74,NY,MORTGAGE,5416.67,710-714,4.0,20143.0,1.0,10+ years,10.74,710,65000.04,0
12000,11341.5,6.91%,36,debt_consolidation,17.92,WA,RENT,5200.0,710-714,16.0,8182.0,0.0,< 1 year,6.91,710,62400.0,3
7000,6775.0,9.32%,36,debt_consolidation,8.34,CA,RENT,5000.0,745-749,6.0,3337.0,1.0,< 1 year,9.32,745,60000.0,3
4000,4000.0,7.49%,36,car,0.52,CA,RENT,5416.67,755-759,4.0,929.0,0.0,1 year,7.49,755,65000.04,3
7800,7800.0,13.11%,36,credit_card,15.56,FL,MORTGAGE,5000.0,680-684,8.0,12889.0,0.0,5 years,13.11,680,60000.0,0
15000,15000.0,15.27%,36,debt_consolidation,15.58,WV,RENT,6666.67,680-684,11.0,23226.0,1.0,2 years,15.27,680,80000.04,3
14125,14125.0,18.49%,36,debt_consolidation,8.1,NY,RENT,3000.0,670-674,6.0,8992.0,1.0,10+ years,18.49,670,36000.0,3
8000,8000.0,5.42%,36,credit_card,4.47,CA,OWN,3936.0,780-784,7.0,5235.0,0.0,10+ years,5.42,780,47232.0,2
4325,4325.0,7.49%,36,credit_card,5.47,FL,MORTGAGE,3691.67,715-719,9.0,5074.0,0.0,10+ years,7.49,715,44300.04,0
15000,15000.0,13.49%,36,car,9.73,VA,RENT,3000.0,705-709,9.0,7005.0,1.0,4 years,13.49,705,36000.0,3
12000,12000.0,10.16%,36,debt_consolidation,28.01,NY,RENT,2916.67,710-714,8.0,6913.0,0.0,3 years,10.16,710,35000.04,3
6575,6575.0,8.90%,36,debt_consolidation,4.39,FL,MORTGAGE,7500.0,710-714,5.0,6670.0,0.0,8 years,8.9,710,90000.0,0
9000,9000.0,10.16%,36,debt_consolidation,13.76,CA,RENT,5166.67,710-714,10.0,6490.0,0.0,10+ years,10.16,710,62000.04,3
4500,4500.0,8.88%,36,credit_card,7.07,OR,MORTGAGE,5250.0,710-714,10.0,9356.0,2.0,9 years,8.88,710,63000.0,0
20000,19875.0,10.25%,36,credit_card,13.38,FL,MORTGAGE,10000.0,750-754,14.0,25668.0,1.0,8 years,10.25,750,120000.0,0
1950,1950.0,13.11%,36,other,15.08,CA,RENT,2600.0,680-684,6.0,4100.0,1.0,3 years,13.11,680,31200.0,3
35000,35000.0,16.29%,36,debt_consolidation,17.17,NY,MORTGAGE,39583.33,705-709,14.0,55965.0,2.0,10+ years,16.29,705,474999.96,0
8000,8000.0,14.09%,36,credit_card,16.22,OK,RENT,4166.67,675-679,12.0,16838.0,0.0,5 years,14.09,675,50000.04,3
15000,15000.0,10.59%,36,medical,7.55,CA,RENT,8750.0,740-744,6.0,6056.0,1.0,9 years,10.59,740,105000.0,3
5650,5650.0,7.66%,36,debt_consolidation,16.49,GA,MORTGAGE,5100.0,700-704,6.0,9863.0,0.0,1 year,7.66,700,61200.0,0
6800,6800.0,15.80%,36,debt_consolidation,15.43,NC,RENT,2708.33,680-684,5.0,2964.0,0.0,1 year,15.8,680,32499.96,3
3000,3000.0,19.05%,36,other,28.74,CA,MORTGAGE,7116.25,660-664,7.0,7416.0,0.0,10+ years,19.05,660,85395.0,0
5675,5675.0,11.14%,36,debt_consolidation,29.4,CA,RENT,2333.33,705-709,6.0,9687.0,1.0,5 years,11.14,705,27999.96,3
12000,12000.0,17.93%,60,debt_consolidation,0.72,KY,MORTGAGE,6500.0,670-674,4.0,1549.0,1.0,10+ years,17.93,670,78000.0,0
11100,11100.0,15.31%,36,debt_consolidation,12.03,WA,MORTGAGE,2666.67,680-684,12.0,8990.0,0.0,10+ years,15.31,680,32000.04,0
16000,16000.0,19.05%,60,debt_consolidation,17.82,NY,RENT,6666.67,690-694,16.0,11232.0,2.0,5 years,19.05,690,80000.04,3
4800,4800.0,10.59%,36,debt_consolidation,20.21,IL,RENT,2666.67,710-714,5.0,3831.0,1.0,6 years,10.59,710,32000.04,3
6200,6200.0,15.31%,36,credit_card,20.52,CA,RENT,1940.0,665-669,5.0,16850.0,0.0,n/a,15.31,665,23280.0,3
6000,6000.0,10.16%,36,credit_card,15.88,CA,OWN,5166.67,710-714,13.0,8862.0,3.0,7 years,10.16,710,62000.04,2
2250,2250.0,10.36%,36,car,17.97,GA,OWN,5833.33,680-684,12.0,14637.0,0.0,2 years,10.36,680,69999.96,2
24000,14860.05,13.61%,60,debt_consolidation,10.77,OH,MORTGAGE,7750.0,715-719,11.0,2594.0,2.0,5 years,13.61,715,93000.0,0
10000,10000.0,12.12%,36,debt_consolidation,5.84,PA,RENT,4333.33,695-699,6.0,4665.0,0.0,1 year,12.12,695,51999.96,3
10000,10000.0,14.09%,36,debt_consolidation,17.15,AZ,MORTGAGE,10416.67,670-674,12.0,12492.0,4.0,10+ years,14.09,670,125000.04,0
12000,12000.0,13.11%,36,credit_card,6.1,IL,MORTGAGE,4833.33,665-669,9.0,12025.0,0.0,9 years,13.11,665,57999.96,0
12000,12000.0,13.11%,36,debt_consolidation,18.32,NC,RENT,3916.67,690-694,14.0,12134.0,0.0,8 years,13.11,690,47000.04,3
20800,13796.59,12.21%,36,credit_card,16.94,TX,MORTGAGE,5833.33,750-754,11.0,14337.0,0.0,10+ years,12.21,750,69999.96,0
8000,8000.0,12.69%,36,debt_consolidation,17.1,SC,MORTGAGE,7083.0,695-699,11.0,9345.0,3.0,4 years,12.69,695,84996.0,0
10000,10000.0,10.16%,36,debt_consolidation,11.98,CA,RENT,4166.67,705-709,9.0,10979.0,0.0,4 years,10.16,705,50000.04,3
6000,6000.0,14.27%,36,debt_consolidation,7.64,IL,MORTGAGE,5184.75,675-679,8.0,14422.0,0.0,2 years,14.27,675,62217.0,0
4500,4500.0,12.12%,36,debt_consolidation,14.32,AZ,RENT,1250.0,675-679,8.0,6265.0,0.0,5 years,12.12,675,15000.0,3
3600,3600.0,7.49%,36,medical,15.72,TX,RENT,2500.0,740-744,8.0,650.0,0.0,< 1 year,7.49,740,30000.0,3
11200,11200.0,15.80%,36,debt_consolidation,12.15,FL,RENT,2666.67,675-679,9.0,5666.0,1.0,10+ years,15.8,675,32000.04,3
4000,3925.0,11.49%,36,other,13.98,VA,MORTGAGE,4700.0,695-699,7.0,19310.0,3.0,n/a,11.49,695,56400.0,0
6000,6000.0,13.49%,60,debt_consolidation,14.34,KY,RENT,3458.0,690-694,6.0,2072.0,0.0,10+ years,13.49,690,41496.0,3
17000,17000.0,13.11%,36,debt_consolidation,15.33,CO,MORTGAGE,10666.67,720-724,18.0,26539.0,1.0,10+ years,13.11,720,128000.04,0
8000,8000.0,13.11%,36,debt_consolidation,6.74,UT,MORTGAGE,4583.33,665-669,13.0,9085.0,1.0,10+ years,13.11,665,54999.96,0
2800,2800.0,7.40%,36,educational,7.96,MD,MORTGAGE,4158.0,805-809,12.0,562.0,0.0,8 years,7.4,805,49896.0,0
12375,12375.0,6.03%,36,debt_consolidation,19.24,PA,MORTGAGE,6750.0,790-794,11.0,8135.0,0.0,1 year,6.03,790,81000.0,0
18825,18825.0,17.27%,60,credit_card,33.15,MI,MORTGAGE,3583.33,690-694,12.0,13426.0,0.0,8 years,17.27,690,42999.96,0
9600,9600.0,11.14%,36,debt_consolidation,23.62,CO,MORTGAGE,4389.92,715-719,10.0,2195.0,1.0,8 years,11.14,715,52679.04,0
14400,14400.0,13.11%,36,credit_card,10.75,CA,RENT,5000.0,680-684,13.0,19772.0,0.0,8 years,13.11,680,60000.0,3
6000,6000.0,17.56%,60,vacation,14.88,NJ,OWN,4416.67,660-664,9.0,28349.0,3.0,10+ years,17.56,660,53000.04,2
9000,9000.0,6.03%,36,major_purchase,9.29,NY,MORTGAGE,14166.67,770-774,13.0,40909.0,0.0,4 years,6.03,770,170000.04,0
20000,19850.0,11.86%,60,wedding,15.94,NJ,RENT,4166.67,735-739,11.0,3202.0,0.0,3 years,11.86,735,50000.04,3
15000,15000.0,13.06%,36,house,22.69,FL,MORTGAGE,3750.0,685-689,12.0,21016.0,0.0,10+ years,13.06,685,45000.0,0
20000,20000.0,11.14%,60,debt_consolidation,23.27,WA,MORTGAGE,9166.67,735-739,24.0,53494.0,2.0,10+ years,11.14,735,110000.04,0
13750,13750.0,19.69%,60,medical,22.01,FL,MORTGAGE,2916.67,665-669,7.0,4690.0,2.0,2 years,19.69,665,35000.04,0
6000,6000.0,17.19%,60,home_improvement,17.8,VA,MORTGAGE,13625.0,675-679,10.0,26688.0,4.0,10+ years,17.19,675,163500.0,0
20000,20000.0,7.90%,36,debt_consolidation,10.32,AR,MORTGAGE,10400.0,735-739,14.0,15626.0,0.0,2 years,7.9,735,124800.0,0
12800,12800.0,11.49%,60,home_improvement,20.04,NC,MORTGAGE,3333.33,720-724,13.0,24723.0,0.0,5 years,11.49,720,39999.96,0
6000,6000.0,6.03%,36,debt_consolidation,7.77,NY,MORTGAGE,3666.67,780-784,19.0,6275.0,1.0,4 years,6.03,780,44000.04,0
12000,12000.0,7.51%,36,debt_consolidation,13.3,CA,RENT,7166.67,735-739,16.0,13715.0,1.0,4 years,7.51,735,86000.04,3
12500,12500.0,13.11%,36,credit_card,27.76,PA,RENT,3416.67,690-694,12.0,14174.0,0.0,6 years,13.11,690,41000.04,3
5000,5000.0,17.58%,36,other,5.33,AZ,RENT,1800.0,665-669,2.0,1749.0,0.0,< 1 year,17.58,665,21600.0,3
4950,4950.0,14.33%,36,debt_consolidation,8.95,FL,OWN,2916.67,675-679,11.0,7931.0,2.0,6 years,14.33,675,35000.04,2
30000,30000.0,13.11%,60,other,16.32,CA,RENT,20416.67,755-759,6.0,0.0,0.0,2 years,13.11,755,245000.04,3
