,Amount.Requested,Amount.Funded.By.Investors,Interest.Rate,Loan.Length,Loan.Purpose,Debt.To.Income.Ratio,State,Home.Ownership,Monthly.Income,FICO.Range,Open.CREDIT.Lines,Revolving.CREDIT.Balance,Inquiries.in.the.Last.6.Months,Employment.Length,IR_TF,Intercept
2045,5000,5000.0,17.58,36,other,5.33,AZ,RENT,1800.0,665,2.0,1749.0,0.0,< 1 year,1.0,1
2046,4950,4950.0,14.33,36,debt_consolidation,8.95,FL,OWN,2916.67,675,11.0,7931.0,2.0,6 years,1.0,1
2047,30000,30000.0,13.11,60,other,16.32,CA,RENT,20416.67,755,6.0,0.0,0.0,2 years,1.0,1
2048,10000,10000.0,12.12,36,debt_consolidation,13.81,IL,MORTGAGE,6083.33,670,13.0,19263.0,1.0,8 years,1.0,1
2049,6000,6000.0,14.65,36,debt_consolidation,11.89,TX,MORTGAGE,14333.33,670,11.0,31640.0,1.0,10+ years,1.0,1
2050,24000,24000.0,7.9,36,debt_consolidation,20.87,TX,MORTGAGE,10166.67,750,15.0,29523.0,1.0,2 years,0.0,1
2051,14000,14000.0,10.0,60,debt_consolidation,10.4,NJ,MORTGAGE,11333.33,745,6.0,27477.0,0.0,4 years,0.0,1
2052,6000,6000.0,7.49,36,credit_card,19.33,IL,RENT,2100.0,715,8.0,2376.0,0.0,2 years,0.0,1
2053,22400,22400.0,13.11,36,debt_consolidation,16.08,PA,RENT,7375.0,690,8.0,9673.0,0.0,10+ years,1.0,1
2054,8000,8000.0,7.9,36,vacation,0.0,NY,RENT,7300.0,795,2.0,0.0,0.0,10+ years,0.0,1
2055,24575,24550.0,20.49,36,credit_card,19.28,CO,MORTGAGE,5166.67,665,8.0,23157.0,0.0,10+ years,1.0,1
2056,8000,8000.0,14.83,60,credit_card,6.29,NJ,MORTGAGE,4833.33,675,8.0,9676.0,4.0,6 years,1.0,1
2057,10000,10000.0,14.33,36,debt_consolidation,12.69,FL,MORTGAGE,7916.67,670,11.0,8271.0,3.0,6 years,1.0,1
2058,29000,27884.92,10.65,60,debt_consolidation,3.9,NH,MORTGAGE,15000.0,745,12.0,55964.0,0.0,10+ years,0.0,1
2059,5400,5400.0,6.03,36,credit_card,4.16,SD,OWN,2333.33,805,9.0,4224.0,0.0,6 years,0.0,1
2060,12375,12375.0,6.62,36,debt_consolidation,31.0,PA,MORTGAGE,3500.0,735,16.0,14037.0,0.0,2 years,0.0,1
2061,30000,30000.0,16.29,60,debt_consolidation,21.2,GA,MORTGAGE,6666.67,720,14.0,32854.0,2.0,10+ years,1.0,1
2062,5000,5000.0,6.03,36,major_purchase,2.92,NY,RENT,3033.0,770,7.0,3663.0,0.0,8 years,0.0,1
2063,6200,6200.0,18.64,60,credit_card,10.61,WA,MORTGAGE,4250.0,670,9.0,5936.0,3.0,9 years,1.0,1
2064,7000,7000.0,7.49,36,major_purchase,7.26,PA,OWN,6280.0,750,14.0,353.0,0.0,4 years,0.0,1
2065,29175,29175.0,21.0,60,credit_card,8.83,MA,RENT,12500.0,695,9.0,15308.0,2.0,4 years,1.0,1
2066,35000,33645.15,17.49,60,debt_consolidation,6.01,NY,MORTGAGE,16133.33,725,11.0,32222.0,0.0,2 years,1.0,1
2067,6000,6000.0,16.89,60,debt_consolidation,9.04,NY,RENT,2400.0,680,7.0,7261.0,2.0,2 years,1.0,1
2068,35000,35000.0,12.42,60,debt_consolidation,12.79,OK,MORTGAGE,12083.33,730,15.0,18385.0,0.0,< 1 year,1.0,1
2069,16400,12136.46,13.79,36,small_business,17.43,VA,MORTGAGE,6074.17,680,14.0,23831.0,2.0,1 year,1.0,1
2070,8450,8450.0,13.49,60,major_purchase,12.73,TX,MORTGAGE,1375.0,775,2.0,0.0,1.0,2 years,1.0,1
2071,18000,18000.0,17.99,36,debt_consolidation,20.18,WA,RENT,6916.67,665,15.0,23786.0,0.0,10+ years,1.0,1
2072,12375,12325.0,13.49,36,debt_consolidation,24.95,AZ,MORTGAGE,4416.67,675,7.0,32725.0,0.0,9 years,1.0,1
2073,10000,10000.0,5.42,36,home_improvement,1.69,CA,MORTGAGE,8000.0,795,6.0,8974.0,0.0,3 years,0.0,1
2074,2000,2000.0,14.09,36,debt_consolidation,28.46,MI,MORTGAGE,3513.33,680,18.0,23635.0,3.0,10+ years,1.0,1
2075,12000,12000.0,21.98,60,debt_consolidation,12.94,OH,MORTGAGE,2866.5,665,5.0,9626.0,1.0,10+ years,1.0,1
2076,5000,5000.0,7.62,36,other,16.32,MA,RENT,3750.0,740,6.0,1703.0,3.0,8 years,0.0,1
2077,12000,12000.0,6.03,36,major_purchase,2.55,MO,MORTGAGE,3416.67,785,6.0,3732.0,0.0,10+ years,0.0,1
2078,6000,6000.0,13.99,36,home_improvement,12.98,WY,MORTGAGE,10000.0,665,9.0,8230.0,0.0,5 years,1.0,1
2079,13000,12975.0,9.99,60,home_improvement,8.77,OH,MORTGAGE,10500.0,800,8.0,6810.0,0.0,10+ years,0.0,1
2080,4750,4700.0,17.27,36,other,18.33,FL,MORTGAGE,3583.33,755,11.0,2964.0,2.0,5 years,1.0,1
2081,10000,9925.0,18.49,36,small_business,13.37,OR,MORTGAGE,11250.0,665,13.0,16740.0,2.0,10+ years,1.0,1
2082,1000,1000.0,15.31,36,moving,24.65,NV,OWN,3176.0,675,6.0,10982.0,2.0,5 years,1.0,1
2083,9600,9600.0,16.29,36,debt_consolidation,26.5,TX,RENT,5166.67,670,14.0,5639.0,0.0,3 years,1.0,1
2084,3625,3625.0,14.09,36,debt_consolidation,11.32,FL,MORTGAGE,3895.0,665,9.0,12251.0,0.0,10+ years,1.0,1
2085,10000,10000.0,13.11,36,debt_consolidation,8.11,CO,OWN,3500.0,685,11.0,11401.0,1.0,10+ years,1.0,1
2086,19425,19400.0,12.42,60,debt_consolidation,18.45,CA,MORTGAGE,3225.23,745,10.0,6782.0,1.0,2 years,1.0,1
2087,8400,8400.0,13.67,36,credit_card,17.0,TX,RENT,4583.33,695,14.0,20318.0,2.0,5 years,1.0,1
2088,10000,10000.0,13.99,36,debt_consolidation,18.14,CA,RENT,4166.67,680,9.0,10545.0,1.0,3 years,1.0,1
2089,6000,6000.0,13.23,36,debt_consolidation,22.47,FL,MORTGAGE,9367.0,685,13.0,33815.0,0.0,1 year,1.0,1
2090,10000,10000.0,14.33,36,debt_consolidation,25.01,NV,RENT,4666.67,670,9.0,19479.0,0.0,10+ years,1.0,1
2091,6000,6000.0,12.12,36,debt_consolidation,16.39,NM,RENT,1312.08,675,7.0,12475.0,0.0,1 year,1.0,1
2092,16000,16000.0,15.31,60,major_purchase,15.74,NY,RENT,11250.0,675,10.0,15550.0,0.0,2 years,1.0,1
2093,22000,21925.0,17.27,36,credit_card,18.02,CA,MORTGAGE,8666.67,660,12.0,9317.0,2.0,10+ years,1.0,1
2094,25000,24950.0,21.27,36,credit_card,8.33,CA,MORTGAGE,12500.0,670,3.0,26057.0,0.0,10+ years,1.0,1
2095,13200,13200.0,19.72,36,credit_card,9.07,CA,MORTGAGE,5083.33,665,5.0,10771.0,0.0,10+ years,1.0,1
2096,24000,14450.0,9.99,60,debt_consolidation,8.08,AL,MORTGAGE,8083.33,765,9.0,13559.0,0.0,10+ years,0.0,1
2097,12250,2200.0,15.05,36,debt_consolidation,23.8,GA,MORTGAGE,7416.67,660,13.0,19136.0,1.0,8 years,1.0,1
2098,21000,21000.0,11.14,60,debt_consolidation,16.18,NY,MORTGAGE,7083.33,705,8.0,22298.0,1.0,9 years,0.0,1
2099,9000,9000.0,14.33,36,credit_card,15.36,CO,MORTGAGE,7083.33,685,19.0,11077.0,1.0,2 years,1.0,1
2100,5000,5000.0,11.14,36,credit_card,18.3,OH,RENT,4665.83,690,21.0,4677.0,0.0,4 years,0.0,1
2101,35000,34975.0,8.9,36,debt_consolidation,17.9,LA,OWN,8750.0,775,8.0,31600.0,3.0,< 1 year,0.0,1
2102,20000,20000.0,21.98,60,credit_card,25.48,NY,OTHER,6416.67,670,15.0,14115.0,0.0,10+ years,1.0,1
2103,12000,11975.0,7.9,36,debt_consolidation,12.78,VA,RENT,10000.0,705,9.0,23474.0,0.0,< 1 year,0.0,1
2104,10000,10000.0,13.49,36,credit_card,22.08,NY,RENT,6000.0,680,8.0,11088.0,0.0,3 years,1.0,1
2105,10750,10725.0,13.11,36,debt_consolidation,14.02,MI,MORTGAGE,4416.67,685,6.0,11525.0,0.0,10+ years,1.0,1
2106,4000,3975.0,14.83,36,moving,22.09,CA,RENT,5600.0,680,8.0,7900.0,1.0,5 years,1.0,1
2107,10450,10450.0,13.11,36,debt_consolidation,21.33,TX,RENT,2658.83,705,10.0,13371.0,1.0,10+ years,1.0,1
2108,3000,2950.0,8.9,36,home_improvement,16.8,NY,MORTGAGE,4166.67,725,4.0,8082.0,0.0,3 years,0.0,1
2109,11000,11000.0,12.12,36,debt_consolidation,5.83,CA,MORTGAGE,4583.33,695,11.0,12361.0,0.0,10+ years,1.0,1
2110,7500,7500.0,13.11,36,debt_consolidation,8.04,NJ,RENT,2796.8,690,4.0,4788.0,0.0,7 years,1.0,1
2111,7350,7325.0,11.12,36,debt_consolidation,20.15,OR,MORTGAGE,4000.0,710,17.0,33178.0,0.0,4 years,0.0,1
2112,10000,10000.0,10.74,36,debt_consolidation,10.42,NY,RENT,5000.0,720,6.0,5510.0,2.0,3 years,0.0,1
2113,8000,8000.0,17.27,36,other,12.2,MI,RENT,1750.0,665,9.0,5828.0,0.0,4 years,1.0,1
2114,33600,33600.0,23.83,60,debt_consolidation,19.11,UT,RENT,7666.67,660,18.0,12337.0,0.0,10+ years,1.0,1
2115,12000,12000.0,15.27,60,credit_card,16.85,VA,RENT,4333.33,700,15.0,17997.0,1.0,< 1 year,1.0,1
2116,5000,5000.0,17.49,60,car,16.71,PA,RENT,2400.0,670,6.0,2023.0,1.0,3 years,1.0,1
2117,10000,10000.0,11.14,36,credit_card,11.64,VA,MORTGAGE,12083.33,715,14.0,38378.0,1.0,2 years,0.0,1
2118,2075,2075.0,10.16,36,debt_consolidation,22.0,SC,RENT,2250.0,700,5.0,7195.0,0.0,2 years,0.0,1
2119,16000,15825.0,16.82,36,credit_card,20.3,TX,MORTGAGE,6250.0,665,18.0,30772.0,5.0,1 year,1.0,1
2120,6000,6000.0,12.12,36,credit_card,30.82,CT,MORTGAGE,4166.67,695,8.0,13250.0,1.0,n/a,1.0,1
2121,8600,8600.0,13.99,36,credit_card,9.09,CA,RENT,4500.0,680,6.0,11183.0,0.0,5 years,1.0,1
2122,16800,16800.0,7.9,60,debt_consolidation,3.34,FL,MORTGAGE,10666.67,815,7.0,4757.0,0.0,10+ years,0.0,1
2123,7200,7200.0,7.51,36,medical,4.43,NJ,RENT,3000.0,755,6.0,75.0,1.0,6 years,0.0,1
2124,9000,9000.0,13.11,36,wedding,24.88,CA,MORTGAGE,5000.0,700,12.0,4621.0,3.0,6 years,1.0,1
2125,10000,9767.84,12.87,36,debt_consolidation,21.28,GA,MORTGAGE,8333.33,715,24.0,9470.0,1.0,< 1 year,1.0,1
2126,11350,11350.0,14.09,36,debt_consolidation,27.41,AZ,RENT,2783.33,675,14.0,11031.0,0.0,< 1 year,1.0,1
2127,6000,6000.0,17.27,60,home_improvement,11.2,TX,MORTGAGE,8750.0,685,5.0,10980.0,2.0,6 years,1.0,1
2128,4000,4000.0,12.12,36,small_business,18.44,AL,RENT,2250.0,680,7.0,1955.0,0.0,< 1 year,1.0,1
2129,6400,6400.0,10.74,36,debt_consolidation,19.23,DC,RENT,3833.33,690,13.0,10451.0,0.0,< 1 year,0.0,1
2130,3000,3000.0,18.25,36,debt_consolidation,23.18,AL,MORTGAGE,4820.0,660,23.0,7949.0,3.0,7 years,1.0,1
2131,1125,1125.0,5.79,36,credit_card,17.68,FL,OWN,3083.33,750,8.0,3935.0,0.0,6 years,0.0,1
2132,28000,27950.0,13.11,60,small_business,0.0,CO,RENT,4806.0,795,6.0,0.0,1.0,4 years,1.0,1
2133,6000,6000.0,8.9,36,credit_card,24.57,CA,RENT,6666.67,685,22.0,6462.0,0.0,2 years,0.0,1
2134,5000,5000.0,6.03,36,other,6.11,TX,MORTGAGE,5416.67,795,13.0,4956.0,0.0,8 years,0.0,1
2135,20000,19975.0,20.3,60,debt_consolidation,20.91,AK,OWN,4916.67,665,16.0,32137.0,2.0,10+ years,1.0,1
2136,9200,9200.0,7.49,36,credit_card,21.52,PA,RENT,2416.67,730,10.0,21323.0,1.0,10+ years,0.0,1
2137,35000,35000.0,13.11,60,other,12.02,CA,MORTGAGE,20833.33,740,13.0,40765.0,0.0,5 years,1.0,1
2138,18000,18000.0,20.49,60,debt_consolidation,29.25,CA,RENT,3750.0,675,18.0,8165.0,0.0,6 years,1.0,1
2139,8250,8250.0,7.49,36,credit_card,24.19,CO,RENT,2100.0,720,7.0,9469.0,0.0,1 year,0.0,1
2140,1200,1200.0,7.49,36,other,17.88,AL,OWN,1666.67,710,10.0,9154.0,0.0,10+ years,0.0,1
2141,10000,10000.0,9.63,36,credit_card,17.96,NY,RENT,7500.0,705,8.0,52045.0,0.0,10+ years,0.0,1
2142,35000,35000.0,17.27,60,debt_consolidation,15.3,MA,MORTGAGE,9000.0,700,8.0,41226.0,1.0,10+ years,1.0,1
2143,18000,18000.0,15.31,36,debt_consolidation,15.56,NM,MORTGAGE,6666.67,690,10.0,21174.0,0.0,10+ years,1.0,1
2144,20000,19975.0,18.39,60,debt_consolidation,15.61,MD,MORTGAGE,7000.0,705,6.0,20642.0,2.0,10+ years,1.0,1
2145,5500,5500.0,11.14,36,credit_card,32.16,PA,OWN,1666.67,690,7.0,8826.0,0.0,3 years,0.0,1
2146,35000,35000.0,22.47,60,debt_consolidation,18.95,FL,OWN,9583.33,660,9.0,14184.0,1.0,n/a,1.0,1
2147,35000,35000.0,21.98,60,credit_card,14.68,NY,RENT,9166.67,695,12.0,37424.0,0.0,3 years,1.0,1
2148,20950,20875.0,21.49,60,debt_consolidation,27.56,NY,MORTGAGE,4500.0,675,15.0,24210.0,1.0,6 years,1.0,1
2149,1500,1500.0,9.63,36,other,16.98,AZ,MORTGAGE,7725.0,695,14.0,30626.0,0.0,6 years,0.0,1
2150,12000,12000.0,19.99,36,debt_consolidation,15.16,KY,RENT,4458.33,660,8.0,13935.0,1.0,4 years,1.0,1
2151,10000,9975.0,14.33,36,debt_consolidation,13.0,CA,MORTGAGE,3625.0,690,10.0,8464.0,2.0,< 1 year,1.0,1
2152,9750,9750.0,18.49,36,debt_consolidation,11.59,TX,OWN,2666.67,660,7.0,8172.0,0.0,3 years,1.0,1
2153,5600,5575.0,7.49,36,debt_consolidation,24.74,WA,RENT,2583.0,740,6.0,2454.0,1.0,2 years,0.0,1
2154,11200,11200.0,13.11,60,debt_consolidation,11.73,CA,MORTGAGE,3333.33,720,8.0,8747.0,0.0,10+ years,1.0,1
2155,4000,3975.0,13.43,36,small_business,7.6,PA,RENT,1750.0,670,7.0,7178.0,3.0,< 1 year,1.0,1
2156,7000,7000.0,8.9,36,small_business,15.79,PA,MORTGAGE,4700.0,700,12.0,7012.0,0.0,1 year,0.0,1
2157,18000,18000.0,6.03,36,debt_consolidation,10.75,CA,MORTGAGE,7916.67,735,13.0,14007.0,2.0,7 years,0.0,1
2158,5000,5000.0,12.61,36,debt_consolidation,13.4,CA,RENT,2000.0,695,9.0,1753.0,0.0,2 years,1.0,1
2159,10000,9975.0,9.25,36,small_business,5.6,VA,RENT,4000.0,705,7.0,8528.0,0.0,< 1 year,0.0,1
2160,9800,9800.0,19.69,60,debt_consolidation,14.89,RI,MORTGAGE,5340.25,665,8.0,5350.0,1.0,2 years,1.0,1
2161,20000,19975.0,12.12,36,credit_card,19.82,UT,MORTGAGE,6750.0,685,14.0,21637.0,0.0,5 years,1.0,1
2162,5100,4950.0,18.29,36,debt_consolidation,25.67,NJ,RENT,3000.0,640,14.0,5004.0,6.0,< 1 year,1.0,1
2163,8875,8875.0,11.14,36,debt_consolidation,31.7,TX,RENT,2160.0,700,19.0,17422.0,0.0,10+ years,0.0,1
2164,4400,4400.0,5.99,36,major_purchase,17.93,PA,OWN,4000.0,765,6.0,9945.0,1.0,5 years,0.0,1
2165,35000,23350.0,11.71,60,small_business,8.07,CA,MORTGAGE,7500.0,745,6.0,5660.0,0.0,3 years,0.0,1
2166,3000,3000.0,18.49,36,credit_card,16.07,NJ,OWN,2916.67,660,9.0,6403.0,0.0,< 1 year,1.0,1
2167,4800,4800.0,12.42,36,moving,5.31,NY,RENT,3500.0,690,8.0,5093.0,0.0,5 years,1.0,1
2168,5375,5375.0,11.71,36,debt_consolidation,28.75,KY,MORTGAGE,2166.67,720,5.0,15475.0,1.0,8 years,0.0,1
2169,14000,14000.0,11.99,60,debt_consolidation,19.52,TX,MORTGAGE,6333.33,705,12.0,32213.0,0.0,< 1 year,0.0,1
2170,19800,19775.0,13.23,36,credit_card,20.09,MO,MORTGAGE,6666.67,730,8.0,31220.0,0.0,< 1 year,1.0,1
2171,13025,13025.0,13.11,36,credit_card,7.75,UT,MORTGAGE,4333.33,675,6.0,13029.0,0.0,10+ years,1.0,1
2172,18000,18000.0,18.49,36,debt_consolidation,20.56,CA,RENT,9333.33,675,12.0,37526.0,1.0,6 years,1.0,1
2173,2500,2275.77,7.68,36,major_purchase,17.59,OR,MORTGAGE,3666.67,785,6.0,406.0,0.0,10+ years,0.0,1
2174,5000,4985.44,7.14,36,debt_consolidation,11.4,CT,OWN,4166.67,755,6.0,16666.0,1.0,5 years,0.0,1
2175,4500,4500.0,11.14,36,credit_card,9.73,CT,RENT,2916.67,685,13.0,4265.0,0.0,4 years,0.0,1
2176,15000,15000.0,8.9,36,debt_consolidation,8.56,MO,RENT,7500.0,740,8.0,8343.0,1.0,< 1 year,0.0,1
2177,35000,35000.0,20.49,60,debt_consolidation,11.84,TX,MORTGAGE,18750.0,715,14.0,41707.0,2.0,1 year,1.0,1
2178,4500,4500.0,8.49,36,credit_card,2.54,TX,RENT,2166.67,795,2.0,527.0,1.0,3 years,0.0,1
2179,4500,4500.0,17.27,36,debt_consolidation,16.59,PA,RENT,4666.67,675,24.0,893.0,1.0,3 years,1.0,1
2180,1450,1450.0,7.51,36,other,22.2,MA,RENT,833.33,740,9.0,709.0,0.0,n/a,0.0,1
2181,6000,6000.0,14.96,36,small_business,11.55,TX,RENT,7083.33,760,7.0,5341.0,0.0,2 years,1.0,1
2182,4500,4500.0,6.54,36,medical,15.82,NC,MORTGAGE,3250.0,725,16.0,6049.0,0.0,10+ years,0.0,1
2183,14000,14000.0,6.62,36,debt_consolidation,20.18,TX,RENT,4583.33,750,15.0,15890.0,1.0,10+ years,0.0,1
2184,15000,15000.0,6.03,36,debt_consolidation,8.72,MA,MORTGAGE,12000.0,800,17.0,13151.0,0.0,2 years,0.0,1
2185,22000,14550.0,10.99,60,debt_consolidation,15.83,TX,MORTGAGE,5243.75,760,18.0,14115.0,0.0,2 years,0.0,1
2186,10000,1300.0,11.03,36,credit_card,11.03,GA,MORTGAGE,6666.67,695,8.0,43712.0,0.0,4 years,0.0,1
2187,35000,35000.0,20.49,36,debt_consolidation,20.82,TX,MORTGAGE,12333.33,700,23.0,36870.0,0.0,10+ years,1.0,1
2188,10000,10000.0,20.49,36,debt_consolidation,18.75,TX,RENT,5250.0,685,25.0,3802.0,1.0,3 years,1.0,1
2189,6000,6000.0,13.98,60,medical,24.29,CA,RENT,2400.0,695,11.0,6069.0,4.0,9 years,1.0,1
2190,10000,10000.0,15.8,36,debt_consolidation,13.1,AK,MORTGAGE,4458.33,675,7.0,6413.0,1.0,< 1 year,1.0,1
2191,10000,9950.0,8.94,36,debt_consolidation,13.73,CO,RENT,3125.0,785,5.0,417.0,2.0,1 year,0.0,1
2192,12000,3639.28,13.3,36,debt_consolidation,12.77,CA,RENT,3000.0,660,15.0,8480.0,4.0,6 years,1.0,1
2193,9600,9600.0,14.65,36,credit_card,2.21,CA,RENT,5833.33,675,7.0,5879.0,1.0,7 years,1.0,1
2194,17800,17775.0,22.11,60,debt_consolidation,5.86,NC,RENT,7000.0,660,9.0,6708.0,0.0,6 years,1.0,1
2195,2000,2000.0,7.62,36,major_purchase,24.69,TX,MORTGAGE,4333.33,765,10.0,2792.0,4.0,10+ years,0.0,1
2196,18825,18825.0,21.0,60,debt_consolidation,19.22,CT,RENT,4583.33,680,8.0,17292.0,2.0,10+ years,1.0,1
2197,3000,2509.17,13.06,36,house,12.06,NV,RENT,2571.42,705,2.0,0.0,3.0,6 years,1.0,1
2198,2000,2000.0,13.11,36,debt_consolidation,19.13,KY,RENT,2916.67,670,7.0,4376.0,0.0,10+ years,1.0,1
2199,9000,9000.0,17.77,36,debt_consolidation,13.72,CA,RENT,4583.33,670,14.0,21175.0,1.0,5 years,1.0,1
2200,5750,5750.0,13.11,36,credit_card,24.24,NY,RENT,1675.0,705,18.0,8035.0,0.0,4 years,1.0,1
2201,21725,21725.0,19.22,60,debt_consolidation,22.48,LA,OWN,3629.58,675,7.0,19685.0,0.0,10+ years,1.0,1
2202,20000,20000.0,7.9,36,debt_consolidation,33.28,NY,RENT,8666.67,725,9.0,33067.0,0.0,3 years,0.0,1
2203,15350,15325.0,13.49,60,debt_consolidation,28.63,WA,MORTGAGE,3200.0,730,6.0,9946.0,1.0,10+ years,1.0,1
2204,8400,8400.0,14.33,36,debt_consolidation,11.61,CA,RENT,3333.33,670,11.0,2060.0,0.0,< 1 year,1.0,1
2205,4500,4500.0,7.49,36,credit_card,27.63,OR,RENT,2700.0,720,13.0,9341.0,0.0,4 years,0.0,1
2206,9950,9950.0,15.31,36,wedding,7.84,CA,RENT,2833.33,675,7.0,4904.0,2.0,n/a,1.0,1
2207,15000,15000.0,7.9,36,debt_consolidation,20.75,IL,MORTGAGE,2583.33,725,10.0,9608.0,0.0,3 years,0.0,1
2208,10000,9850.0,10.99,36,other,19.23,VA,MORTGAGE,9150.0,705,16.0,43256.0,2.0,10+ years,0.0,1
2209,12000,10400.0,18.25,60,car,12.11,CA,RENT,5600.0,660,7.0,2409.0,1.0,3 years,1.0,1
2210,8000,3862.32,12.21,36,other,13.29,GA,MORTGAGE,12500.0,695,10.0,93265.0,1.0,10+ years,1.0,1
2211,3000,3000.0,6.03,36,debt_consolidation,11.03,NY,MORTGAGE,7500.0,765,13.0,10585.0,0.0,n/a,0.0,1
2212,15000,15000.0,14.33,36,debt_consolidation,27.25,TX,MORTGAGE,7500.0,680,13.0,27872.0,0.0,10+ years,1.0,1
2213,12700,12700.0,17.77,36,debt_consolidation,23.94,AL,MORTGAGE,3333.33,685,14.0,9655.0,3.0,n/a,1.0,1
2214,16000,15745.73,11.11,60,debt_consolidation,9.9,MO,RENT,2958.33,765,6.0,8943.0,2.0,< 1 year,0.0,1
2215,7200,7200.0,7.9,36,debt_consolidation,21.74,TX,RENT,4300.0,710,7.0,33189.0,0.0,10+ years,0.0,1
2216,30000,30000.0,20.25,60,debt_consolidation,10.46,VA,MORTGAGE,12500.0,695,10.0,43491.0,3.0,5 years,1.0,1
2217,20125,20125.0,14.65,36,debt_consolidation,17.88,FL,MORTGAGE,10353.33,695,11.0,23698.0,1.0,7 years,1.0,1
2218,12000,12000.0,15.27,36,credit_card,16.46,PA,OWN,2516.67,670,9.0,2174.0,2.0,5 years,1.0,1
2219,5000,4950.0,10.62,60,home_improvement,11.23,CA,MORTGAGE,5200.0,745,6.0,1941.0,1.0,5 years,0.0,1
2220,8000,7989.96,11.36,36,other,5.27,CA,MORTGAGE,13389.15,705,6.0,7351.0,1.0,3 years,0.0,1
2221,3600,3600.0,6.62,36,credit_card,9.35,TX,RENT,2000.0,735,17.0,1710.0,0.0,1 year,0.0,1
2222,8800,8350.0,9.63,36,wedding,4.89,GA,MORTGAGE,5479.0,755,5.0,6055.0,0.0,6 years,0.0,1
2223,18000,17925.0,19.22,60,debt_consolidation,21.36,CA,RENT,6867.92,690,13.0,19446.0,0.0,10+ years,1.0,1
2224,20000,20000.0,23.76,60,debt_consolidation,18.75,VA,MORTGAGE,6266.67,660,25.0,10784.0,3.0,10+ years,1.0,1
2225,4350,4350.0,5.99,36,house,3.12,CA,OWN,2600.0,780,5.0,866.0,0.0,< 1 year,0.0,1
2226,12000,11975.0,10.99,60,home_improvement,4.04,NY,MORTGAGE,3416.67,735,10.0,6935.0,0.0,< 1 year,0.0,1
2227,5400,5400.0,13.67,36,debt_consolidation,15.42,CA,RENT,1666.67,680,6.0,2533.0,0.0,4 years,1.0,1
2228,12000,11950.0,12.68,60,debt_consolidation,22.72,NY,RENT,5000.0,700,19.0,9002.0,0.0,n/a,1.0,1
2229,12000,12000.0,17.77,36,debt_consolidation,24.48,MI,OWN,3333.33,665,12.0,16984.0,0.0,10+ years,1.0,1
2230,6700,6700.0,7.9,36,credit_card,22.19,KS,RENT,2708.33,705,10.0,6627.0,0.0,2 years,0.0,1
2231,3750,3750.0,11.71,36,debt_consolidation,16.98,CA,RENT,1650.0,675,6.0,8101.0,0.0,4 years,0.0,1
2232,8000,8000.0,13.67,36,other,23.5,NJ,RENT,2791.67,685,5.0,27151.0,0.0,< 1 year,1.0,1
2233,4500,4500.0,11.49,36,other,9.26,CA,RENT,3500.0,695,5.0,7247.0,0.0,2 years,0.0,1
2234,6000,5975.0,17.14,60,small_business,6.6,FL,MORTGAGE,2500.0,660,5.0,5087.0,0.0,8 years,1.0,1
2235,19400,19400.0,23.28,60,credit_card,9.3,NC,MORTGAGE,6000.0,660,5.0,28921.0,0.0,10+ years,1.0,1
2236,25000,15600.0,17.93,60,small_business,19.94,CA,RENT,5416.67,690,13.0,24810.0,0.0,10+ years,1.0,1
2237,8800,8800.0,14.27,36,debt_consolidation,9.57,IL,RENT,3833.33,695,4.0,8130.0,1.0,4 years,1.0,1
2238,4800,4800.0,13.99,36,medical,7.39,OH,RENT,5833.33,680,9.0,170.0,2.0,1 year,1.0,1
2239,5175,5175.0,17.77,36,credit_card,22.93,NY,RENT,1500.0,660,9.0,8577.0,1.0,5 years,1.0,1
2240,10000,9999.36,10.75,60,home_improvement,4.05,MD,MORTGAGE,8750.0,795,7.0,0.0,1.0,2 years,0.0,1
2241,12000,12000.0,11.14,36,other,7.85,VA,RENT,6666.67,720,11.0,4428.0,2.0,9 years,0.0,1
2242,5000,5000.0,7.51,36,other,11.4,FL,RENT,1666.67,750,4.0,7968.0,0.0,10+ years,0.0,1
2243,33600,33600.0,17.27,60,debt_consolidation,15.08,NY,RENT,5416.67,730,5.0,20514.0,1.0,8 years,1.0,1
2244,10000,10000.0,13.11,36,debt_consolidation,29.13,TX,MORTGAGE,8750.0,700,13.0,11125.0,2.0,< 1 year,1.0,1
2245,12000,11975.0,16.29,36,other,14.29,AZ,MORTGAGE,8541.67,695,5.0,5890.0,3.0,10+ years,1.0,1
2246,4000,4000.0,14.33,36,renewable_energy,22.74,MD,RENT,1666.67,665,7.0,278.0,0.0,3 years,1.0,1
2247,20000,20000.0,15.8,36,credit_card,13.13,CT,RENT,5000.0,690,10.0,17981.0,1.0,3 years,1.0,1
2248,12000,12000.0,14.09,36,debt_consolidation,19.49,CA,RENT,6166.67,675,13.0,6499.0,0.0,6 years,1.0,1
2249,17500,17500.0,21.0,60,home_improvement,1.78,NY,RENT,4166.67,685,7.0,3377.0,3.0,10+ years,1.0,1
2250,10000,10000.0,11.71,36,credit_card,21.18,FL,OWN,3333.33,690,8.0,7579.0,0.0,1 year,0.0,1
2251,3000,3000.0,14.22,36,moving,10.05,MA,RENT,9166.67,665,15.0,22698.0,2.0,6 years,1.0,1
2252,5600,5592.37,8.59,36,credit_card,8.34,NJ,MORTGAGE,3250.0,735,9.0,2639.0,1.0,5 years,0.0,1
